0.699505 0.013575 0.054904 -1
0.699321 0.013575 0.054944 2153
0.699138 0.013575 0.054984 752
0.698954 0.013575 0.055014 929
0.698771 0.013759 0.055060 577
0.698587 0.013759 0.055099 1478
0.698404 0.013759 0.055142 4908
0.698221 0.013759 0.055172 3352
0.698037 0.013759 0.055212 852
0.697854 0.013759 0.055253 1197
0.697670 0.013759 0.055293 4255
0.697487 0.013759 0.055337 1924
0.697303 0.013759 0.055378 2054
0.697120 0.013759 0.055422 3392
0.696936 0.013942 0.055468 497
0.696753 0.013942 0.055490 3644
0.696569 0.014126 0.055537 809
0.696386 0.014309 0.055584 850
0.696203 0.014309 0.055628 2598
0.696019 0.014309 0.055670 1683
0.695836 0.014309 0.055699 4567
0.695652 0.014493 0.055746 3697
0.695469 0.014493 0.055786 2518
0.695285 0.014493 0.055827 3541
0.695102 0.014493 0.055862 410
0.694918 0.014493 0.055904 937
0.694735 0.014493 0.055933 1285
0.694551 0.014676 0.055981 298
0.694368 0.014676 0.056026 1190
0.694185 0.014676 0.056061 692
0.694001 0.014676 0.056107 2712
0.693818 0.014676 0.056144 538
0.693634 0.014676 0.056190 3795
0.693451 0.014860 0.056238 1442
0.693267 0.014860 0.056284 4012
0.693084 0.014860 0.056331 3260
0.692900 0.014860 0.056361 1827
0.692717 0.014860 0.056402 258
0.692533 0.015043 0.056450 4317
0.692350 0.015043 0.056480 1282
0.692167 0.015227 0.056529 2613
0.691983 0.015227 0.056576 2454
0.691800 0.015227 0.056617 4942
0.691616 0.015410 0.056667 1467
0.691433 0.015593 0.056717 849
0.691249 0.018529 0.058142 5192
0.691066 0.018529 0.058183 4263
0.690882 0.018529 0.058212 2542
0.690699 0.018712 0.058271 2769
0.690516 0.018896 0.058330 1516
0.690332 0.018896 0.058371 468
0.690149 0.018896 0.058411 2193
0.689965 0.019079 0.058471 3480
0.689782 0.019079 0.059802 4659
0.689598 0.019079 0.059858 2850
0.689415 0.019079 0.059914 1419
0.689231 0.019079 0.059970 274
0.689048 0.019263 0.060029 4761
0.688864 0.019263 0.060086 4356
0.688681 0.019263 0.060143 1835
0.688498 0.019263 0.060201 2320
0.688314 0.019263 0.060259 2524
0.688131 0.019446 0.060318 4875
0.687947 0.019629 0.060378 1795
0.687764 0.019629 0.060436 1480
0.687580 0.019813 0.060496 3424
0.687397 0.019996 0.060557 2695
0.687213 0.020180 0.060617 2932
0.687030 0.020180 0.060677 2550
0.686846 0.020363 0.060738 4547
0.686663 0.020547 0.060800 245
0.686480 0.020730 0.060862 4235
0.686296 0.020914 0.060924 4013
0.686113 0.021097 0.060988 3557
0.685929 0.021097 0.061047 2182
0.685746 0.021280 0.061111 1133
0.685562 0.021464 0.061175 4680
0.685379 0.021647 0.061239 861
0.685195 0.021831 0.061304 1129
0.685012 0.022014 0.061370 2015
0.684828 0.022014 0.061405 1704
0.684645 0.022198 0.061471 3444
0.684462 0.022381 0.061537 4342
0.684278 0.022381 0.063065 1449
0.684095 0.022381 0.063124 1026
0.683911 0.022381 0.064768 4946
0.683728 0.022381 0.064827 2557
0.683544 0.022381 0.064887 3649
0.683361 0.022381 0.064947 2706
0.683177 0.022381 0.065005 2759
0.682994 0.022381 0.065065 5113
0.682810 0.022381 0.065127 2898
0.682627 0.022381 0.065184 173
0.682444 0.022381 0.065246 555
0.682260 0.022381 0.065308 2651
0.682077 0.022381 0.065371 1841
0.681893 0.022565 0.065434 3322
0.681710 0.022748 0.065497 3899
0.681526 0.022932 0.065561 2228
0.681343 0.023115 0.065626 1246
0.681159 0.023298 0.065690 2795
0.680976 0.023482 0.065756 2614
0.680793 0.023665 0.065821 2079
0.680609 0.023849 0.065888 822
0.680426 0.024032 0.065954 3179
0.680242 0.024032 0.065981 1749
0.680059 0.024216 0.066048 1740
0.679875 0.024399 0.066116 3742
0.679692 0.028619 0.068599 4140
0.679508 0.028802 0.068676 2248
0.679325 0.028986 0.068753 4765
0.679141 0.029169 0.068831 4656
0.678958 0.029352 0.068909 4764
0.678775 0.029352 0.068974 4291
0.678591 0.029536 0.069052 4657
0.678408 0.029719 0.069131 3493
0.678224 0.029903 0.069210 3336
0.678041 0.029903 0.069275 2148
0.677857 0.029903 0.069335 4766
0.677674 0.030086 0.069414 5221
0.677490 0.030086 0.069480 2098
0.677307 0.030270 0.069559 1654
0.677123 0.030270 0.070661 1687
0.676940 0.030453 0.070740 4722
0.676757 0.030637 0.070819 1383
0.676573 0.030637 0.070884 1333
0.676390 0.030820 0.070963 5109
0.676206 0.031003 0.071043 5204
0.676023 0.031003 0.072582 1936
0.675839 0.031003 0.072637 4986
0.675656 0.031187 0.072715 4907
0.675472 0.031370 0.072794 4591
0.675289 0.031370 0.072838 591
0.675105 0.031554 0.072917 4553
0.674922 0.031554 0.072972 3301
0.674739 0.031737 0.073052 3505
0.674555 0.031737 0.073107 4631
0.674372 0.031737 0.073151 835
0.674188 0.031737 0.074846 3191
0.674005 0.031737 0.074902 1766
0.673821 0.031737 0.074960 2003
0.673638 0.031737 0.075017 2633
0.673454 0.031737 0.075075 3941
0.673271 0.031737 0.075134 2476
0.673088 0.031737 0.075193 5371
0.672904 0.031737 0.075247 3236
0.672721 0.031737 0.075306 3736
0.672537 0.031737 0.075366 2942
0.672354 0.031737 0.075426 3746
0.672170 0.031737 0.075486 1337
0.671987 0.031737 0.078094 2026
0.671803 0.031737 0.078153 3134
0.671620 0.031737 0.078227 4549
0.671436 0.031737 0.078286 2513
0.671253 0.031737 0.078360 3501
0.671070 0.031921 0.078435 2131
0.670886 0.032104 0.078510 3701
0.670703 0.032288 0.078585 828
0.670519 0.032471 0.078660 1537
0.670336 0.032655 0.078736 3903
0.670152 0.032838 0.078812 1348
0.669969 0.033021 0.078889 2589
0.669785 0.033205 0.078966 4481
0.669602 0.033205 0.079025 770
0.669418 0.033205 0.079084 2034
0.669235 0.033205 0.079144 978
0.669052 0.033205 0.079204 2465
0.668868 0.033388 0.079281 1265
0.668685 0.033572 0.079359 4127
